Interest Rate,,,,(Unit : %)
Date,1Y,10Y,30Y,40Y
6/15/10,0.14,1.228,2.086,2.127
6/16/10,0.139,1.238,2.093,2.134
6/17/10,0.138,1.224,2.099,2.139
6/18/10,0.137,1.201,2.085,2.126
6/21/10,0.135,1.22,2.099,2.143
6/22/10,0.142,1.192,2.068,2.118
6/23/10,0.143,1.174,2.042,2.091
6/24/10,0.143,1.15,1.999,2.049
6/25/10,0.142,1.15,1.989,2.041
6/28/10,0.14,1.16,2.001,2.049
6/29/10,0.139,1.123,1.97,2.015
6/30/10,0.138,1.095,1.931,1.975
7/1/10,0.138,1.073,1.89,1.933
7/2/10,0.137,1.106,1.89,1.931
7/5/10,0.136,1.12,1.908,1.947
7/6/10,0.135,1.14,1.937,1.967
7/7/10,0.135,1.145,1.967,1.996
7/8/10,0.134,1.144,1.989,2.016
7/9/10,0.134,1.16,2.012,2.038
7/12/10,0.133,1.127,1.964,1.993
7/13/10,0.133,1.133,1.959,1.991
7/14/10,0.132,1.146,1.969,2.006
7/15/10,0.14,1.09,1.916,1.955
7/16/10,0.13,1.095,1.916,1.961
7/20/10,0.128,1.102,1.924,1.97
7/21/10,0.128,1.098,1.933,1.977
7/22/10,0.127,1.069,1.902,1.949
7/23/10,0.127,1.079,1.893,1.94
7/26/10,0.133,1.076,1.871,1.919
7/27/10,0.133,1.064,1.849,1.898
7/28/10,0.132,1.099,1.876,1.924
7/29/10,0.132,1.09,1.867,1.91
7/30/10,0.131,1.081,1.852,1.898
8/2/10,0.129,1.062,1.817,1.864
8/3/10,0.129,1.052,1.799,1.851
8/4/10,0.128,1.014,1.754,1.808
8/5/10,0.127,1.048,1.784,1.833
8/6/10,0.126,1.072,1.813,1.855
8/9/10,0.125,1.034,1.758,1.803
8/10/10,0.124,1.049,1.772,1.816
8/11/10,0.123,1.03,1.735,1.782
8/12/10,0.123,1.02,1.717,1.76
8/13/10,0.122,1.003,1.725,1.764
8/16/10,0.129,0.97,1.712,1.755
8/17/10,0.129,0.961,1.676,1.72
8/18/10,0.119,0.944,1.676,1.72
8/19/10,0.117,0.957,1.685,1.728
8/20/10,0.108,0.953,1.68,1.725
8/23/10,0.107,0.962,1.691,1.733
8/24/10,0.114,0.948,1.666,1.707
8/25/10,0.113,0.93,1.633,1.676
8/26/10,0.113,0.964,1.678,1.716
8/27/10,0.112,1.029,1.799,1.832
8/30/10,0.11,1.05,1.832,1.862
8/31/10,0.109,0.992,1.767,1.799
9/1/10,0.108,1.051,1.854,1.88
9/2/10,0.107,1.099,1.924,1.947
9/3/10,0.107,1.123,1.976,1.999
9/6/10,0.112,1.177,2.012,2.032
9/7/10,0.111,1.131,1.977,2
9/8/10,0.114,1.116,2.007,2.027
9/9/10,0.113,1.113,2.015,2.037
9/10/10,0.112,1.14,2.016,2.037
9/13/10,0.11,1.137,2.028,2.049
9/14/10,0.11,1.122,2.012,2.033
9/15/10,0.12,1.038,1.889,1.912
9/16/10,0.119,1.038,1.928,1.954
9/17/10,0.119,1.066,1.974,2
9/21/10,0.116,1.042,1.934,1.96
9/22/10,0.116,1.024,1.906,1.931
9/24/10,0.115,0.997,1.874,1.896
9/27/10,0.114,0.999,1.883,1.906
9/28/10,0.114,0.965,1.851,1.871
9/29/10,0.113,0.926,1.813,1.832
9/30/10,0.112,0.937,1.838,1.857
10/1/10,0.112,0.962,1.861,1.88
10/4/10,0.115,0.943,1.836,1.854
10/5/10,0.105,0.919,1.849,1.877
10/6/10,0.104,0.848,1.827,1.867
10/7/10,0.111,0.869,1.853,1.894
10/8/10,0.111,0.87,1.912,1.959
10/12/10,0.11,0.857,1.9,1.95
10/13/10,0.11,0.882,1.946,2
10/14/10,0.11,0.882,1.966,2.021
10/15/10,0.11,0.883,1.958,2.012
10/18/10,0.11,0.878,1.954,2.01
10/19/10,0.109,0.888,1.963,2.018
10/20/10,0.109,0.898,1.966,2.021
10/21/10,0.109,0.891,1.963,2.017
10/22/10,0.109,0.894,1.951,2.012
10/25/10,0.108,0.904,1.937,2
10/26/10,0.108,0.909,1.932,1.993
10/27/10,0.111,0.953,1.979,2.039
10/28/10,0.111,0.915,1.963,2.022
10/29/10,0.117,0.937,1.979,2.038
11/1/10,0.116,0.952,1.972,2.03
11/2/10,0.115,0.948,1.954,2.013
11/4/10,0.114,0.931,1.958,2.02
11/5/10,0.121,0.941,1.99,2.058
11/8/10,0.12,0.969,2.004,2.074
11/9/10,0.12,0.983,1.996,2.062
11/10/10,0.12,1.002,1.996,2.064
11/11/10,0.12,1.013,2.019,2.082
11/12/10,0.12,1.01,2.027,2.088
11/15/10,0.13,1.057,2.066,2.123
11/16/10,0.129,1.038,2.039,2.095
11/17/10,0.139,1.066,2.046,2.102
11/18/10,0.139,1.113,2.094,2.15
11/19/10,0.138,1.071,2.06,2.115
11/22/10,0.137,1.132,2.088,2.146
11/24/10,0.137,1.131,2.072,2.126
11/25/10,0.147,1.154,2.065,2.109
11/26/10,0.149,1.187,2.065,2.104
11/29/10,0.155,1.18,2.065,2.1
11/30/10,0.155,1.19,2.082,2.111
12/1/10,0.154,1.161,2.064,2.095
12/2/10,0.154,1.194,2.085,2.116
12/3/10,0.154,1.2,2.118,2.147
12/6/10,0.149,1.153,2.105,2.136
12/7/10,0.149,1.168,2.155,2.192
12/8/10,0.159,1.235,2.183,2.22
12/9/10,0.159,1.254,2.206,2.238
12/10/10,0.159,1.195,2.167,2.198
12/13/10,0.16,1.242,2.182,2.213
12/14/10,0.16,1.242,2.152,2.182
12/15/10,0.17,1.251,2.14,2.169
12/16/10,0.16,1.266,2.15,2.181
12/17/10,0.159,1.191,2.092,2.123
12/20/10,0.159,1.181,2.087,2.121
12/21/10,0.158,1.177,2.087,2.12
12/22/10,0.158,1.143,2.045,2.079
12/24/10,0.158,1.154,2.047,2.079
12/27/10,0.158,1.165,2.071,2.103
12/28/10,0.147,1.137,2.04,2.072
12/29/10,0.147,1.165,2.039,2.071
12/30/10,0.143,1.127,1.994,2.03
1/4/11,0.141,1.167,2.031,2.067
1/5/11,0.141,1.162,2.051,2.087
1/6/11,0.14,1.214,2.087,2.124
1/7/11,0.14,1.2,2.075,2.121
1/11/11,0.139,1.192,2.087,2.138
1/12/11,0.139,1.179,2.107,2.166
1/13/11,0.139,1.193,2.108,2.172
1/14/11,0.139,1.203,2.129,2.196
1/17/11,0.14,1.218,2.156,2.222
1/18/11,0.15,1.228,2.156,2.224
1/19/11,0.15,1.266,2.182,2.251
1/20/11,0.14,1.214,2.128,2.2
1/21/11,0.148,1.217,2.12,2.191
1/24/11,0.147,1.237,2.128,2.199
1/25/11,0.15,1.257,2.124,2.197
1/26/11,0.15,1.238,2.09,2.163
1/27/11,0.15,1.232,2.1,2.171
1/28/11,0.15,1.224,2.108,2.178
1/31/11,0.15,1.22,2.123,2.2
2/1/11,0.15,1.237,2.136,2.212
2/2/11,0.15,1.231,2.127,2.204
2/3/11,0.149,1.244,2.111,2.194
2/4/11,0.149,1.288,2.143,2.229
2/7/11,0.159,1.292,2.139,2.224
2/8/11,0.159,1.322,2.167,2.27
2/9/11,0.169,1.334,2.159,2.272
2/10/11,0.169,1.312,2.143,2.256
2/14/11,0.169,1.312,2.163,2.274
2/15/11,0.17,1.308,2.153,2.261
2/16/11,0.17,1.352,2.174,2.272
2/17/11,0.171,1.343,2.166,2.264
2/18/11,0.17,1.311,2.158,2.256
2/21/11,0.17,1.318,2.163,2.261
2/22/11,0.17,1.288,2.171,2.268
2/23/11,0.17,1.259,2.143,2.241
2/24/11,0.17,1.239,2.118,2.217
2/25/11,0.173,1.255,2.12,2.218
2/28/11,0.18,1.266,2.124,2.227
3/1/11,0.181,1.3,2.15,2.256
3/2/11,0.175,1.261,2.139,2.245
3/3/11,0.176,1.286,2.175,2.281
3/4/11,0.177,1.291,2.171,2.277
3/7/11,0.171,1.269,2.179,2.284
3/8/11,0.171,1.288,2.184,2.293
3/9/11,0.171,1.293,2.175,2.294
3/10/11,0.171,1.298,2.178,2.298
3/11/11,0.171,1.247,2.149,2.268
3/14/11,0.141,1.209,2.166,2.281
3/15/11,0.18,1.214,2.211,2.326
3/16/11,0.189,1.223,2.207,2.321
3/17/11,0.179,1.205,2.18,2.296
3/18/11,0.169,1.21,2.172,2.293
3/22/11,0.169,1.249,2.195,2.315
3/23/11,0.169,1.221,2.171,2.293
3/24/11,0.16,1.21,2.154,2.28
3/25/11,0.149,1.221,2.157,2.282
3/28/11,0.15,1.241,2.174,2.304
3/29/11,0.15,1.232,2.182,2.316
3/30/11,0.149,1.246,2.182,2.318
3/31/11,0.149,1.255,2.179,2.319
4/1/11,0.149,1.28,2.179,2.321
4/4/11,0.15,1.296,2.2,2.338
4/5/11,0.15,1.277,2.208,2.339
4/6/11,0.15,1.296,2.216,2.349
4/7/11,0.15,1.311,2.239,2.376
4/8/11,0.15,1.321,2.249,2.381
4/11/11,0.15,1.326,2.25,2.381
4/12/11,0.15,1.333,2.245,2.377
4/13/11,0.15,1.32,2.229,2.366
4/14/11,0.15,1.297,2.22,2.364
4/15/11,0.15,1.289,2.212,2.355
4/18/11,0.149,1.261,2.199,2.345
4/19/11,0.149,1.247,2.179,2.327
4/20/11,0.149,1.238,2.167,2.32
4/21/11,0.149,1.238,2.15,2.303
4/22/11,0.149,1.225,2.124,2.28
4/25/11,0.16,1.238,2.14,2.292
4/26/11,0.16,1.23,2.14,2.293
4/27/11,0.16,1.226,2.144,2.295
4/28/11,0.16,1.217,2.141,2.297
5/2/11,0.16,1.219,2.145,2.304
5/6/11,0.15,1.158,2.09,2.255
5/9/11,0.15,1.164,2.078,2.245
5/10/11,0.15,1.155,2.069,2.236
5/11/11,0.15,1.145,2.047,2.217
5/12/11,0.151,1.141,2.034,2.201
5/13/11,0.151,1.132,2.033,2.193
5/16/11,0.159,1.147,2.049,2.205
5/17/11,0.159,1.167,2.083,2.224
5/18/11,0.159,1.167,2.092,2.228
5/19/11,0.159,1.167,2.078,2.217
5/20/11,0.159,1.144,2.057,2.192
5/23/11,0.159,1.145,2.074,2.209
5/24/11,0.159,1.14,2.069,2.204
5/25/11,0.16,1.139,2.058,2.196
5/26/11,0.16,1.159,2.05,2.189
5/27/11,0.16,1.135,2.024,2.164
5/30/11,0.15,1.14,2.032,2.173
5/31/11,0.15,1.169,2.071,2.211
6/1/11,0.15,1.177,2.08,2.216
6/2/11,0.14,1.134,2.051,2.192
6/3/11,0.14,1.129,2.04,2.18
6/6/11,0.14,1.139,2.056,2.192
6/7/11,0.14,1.154,2.073,2.209
6/8/11,0.14,1.15,2.063,2.201
6/9/11,0.14,1.129,2.055,2.192
6/10/11,0.14,1.13,2.083,2.216
6/13/11,0.14,1.137,2.094,2.226
6/14/11,0.14,1.146,2.082,2.232
6/15/11,0.14,1.156,2.082,2.233
6/16/11,0.139,1.119,2.052,2.207
6/17/11,0.139,1.119,2.069,2.223
6/20/11,0.129,1.119,2.056,2.213
6/21/11,0.129,1.125,2.05,2.205
6/22/11,0.129,1.125,2.052,2.205
6/23/11,0.129,1.112,2.046,2.2
6/24/11,0.129,1.111,2.029,2.189
6/27/11,0.13,1.102,2.027,2.189
6/28/11,0.13,1.093,2.019,2.181
6/29/11,0.13,1.121,2.032,2.192
6/30/11,0.13,1.138,2.035,2.196
7/1/11,0.12,1.145,2.04,2.204
7/4/11,0.12,1.162,2.071,2.229
7/5/11,0.12,1.172,2.097,2.253
7/6/11,0.12,1.182,2.11,2.263
7/7/11,0.12,1.178,2.115,2.272
7/8/11,0.123,1.178,2.109,2.272
7/11/11,0.122,1.145,2.087,2.257
7/12/11,0.122,1.117,2.057,2.234
7/13/11,0.121,1.113,2.042,2.222
7/14/11,0.121,1.085,2.022,2.206
7/15/11,0.13,1.099,2.038,2.222
7/19/11,0.128,1.081,2.02,2.207
7/20/11,0.128,1.091,2.028,2.214
7/21/11,0.128,1.106,2.036,2.222
7/22/11,0.128,1.111,2.032,2.222
7/25/11,0.127,1.103,2.032,2.223
7/26/11,0.126,1.107,2.032,2.222
7/27/11,0.126,1.098,2.032,2.226
7/28/11,0.126,1.088,2.032,2.228
7/29/11,0.126,1.095,2.031,2.228
8/1/11,0.125,1.095,2.024,2.226
8/2/11,0.125,1.057,1.998,2.214
8/3/11,0.124,1.028,1.954,2.183
8/4/11,0.124,1.033,1.953,2.185
8/5/11,0.12,1.019,1.945,2.169
8/8/11,0.123,1.026,1.961,2.186
8/9/11,0.123,1.061,2.019,2.301
8/10/11,0.122,1.06,1.993,2.25
8/11/11,0.122,1.056,2.001,2.25
8/12/11,0.122,1.065,2.023,2.261
8/15/11,0.12,1.062,2.023,2.261
8/16/11,0.119,1.057,2.04,2.283
8/17/11,0.119,1.044,2.02,2.272
8/18/11,0.119,1.02,1.988,2.253
8/19/11,0.119,1.01,1.979,2.243
8/22/11,0.118,1.012,1.984,2.247
8/23/11,0.118,1.036,2.006,2.263
8/24/11,0.118,1.037,2.006,2.257
8/25/11,0.118,1.062,2.026,2.28
8/26/11,0.117,1.066,2.023,2.28
8/29/11,0.117,1.044,2.014,2.273
8/30/11,0.117,1.045,2.009,2.261
8/31/11,0.117,1.056,2.02,2.261
9/1/11,0.117,1.075,2.045,2.265
9/2/11,0.117,1.056,2.041,2.253
9/5/11,0.117,1.009,2.01,2.232
9/6/11,0.118,0.981,1.978,2.203
9/7/11,0.118,1,1.983,2.198
9/8/11,0.118,1.011,1.987,2.194
9/9/11,0.118,1.001,1.97,2.176
9/12/11,0.119,0.997,1.97,2.173
9/13/11,0.119,1.002,1.95,2.148
9/14/11,0.119,0.993,1.941,2.137
9/15/11,0.11,0.993,1.933,2.127
9/16/11,0.11,1.008,1.933,2.118
9/20/11,0.111,0.995,1.921,2.103
9/21/11,0.111,0.991,1.912,2.092
9/22/11,0.112,0.986,1.87,2.049
9/26/11,0.113,0.983,1.877,2.053
9/27/11,0.113,1.007,1.899,2.071
9/28/11,0.113,1.012,1.925,2.096
9/29/11,0.114,1.008,1.919,2.088
9/30/11,0.114,1.032,1.925,2.094
10/3/11,0.115,1.032,1.93,2.099
10/4/11,0.116,0.994,1.917,2.082
10/5/11,0.116,0.972,1.914,2.078
10/6/11,0.117,0.976,1.925,2.087
10/7/11,0.117,0.986,1.913,2.075
10/11/11,0.118,0.996,1.913,2.075
10/12/11,0.119,1.002,1.919,2.088
10/13/11,0.119,1.022,1.946,2.12
10/14/11,0.12,1.022,1.939,2.123
10/17/11,0.11,1.028,1.959,2.143
10/18/11,0.11,1.028,1.959,2.145
10/19/11,0.111,1.028,1.972,2.155
10/20/11,0.111,1.014,1.972,2.16
10/21/11,0.111,1.014,1.976,2.171
10/24/11,0.112,1.029,1.98,2.18
10/25/11,0.112,1.025,1.968,2.18
10/26/11,0.112,1.001,1.952,2.18
10/27/11,0.113,1.021,1.96,2.193
10/28/11,0.113,1.05,1.98,2.213
10/31/11,0.114,1.056,1.985,2.221
11/1/11,0.114,1.032,1.977,2.213
11/2/11,0.115,1.003,1.947,2.189
11/4/11,0.115,1,1.944,2.188
11/7/11,0.117,1.001,1.956,2.205
11/8/11,0.117,0.992,1.96,2.219
11/9/11,0.117,0.992,1.968,2.228
11/10/11,0.118,0.978,1.939,2.182
11/11/11,0.118,0.979,1.919,2.154
11/14/11,0.119,0.99,1.938,2.167
11/15/11,0.12,0.981,1.93,2.16
11/16/11,0.12,0.966,1.943,2.173
11/17/11,0.12,0.972,1.952,2.182
11/18/11,0.12,0.961,1.94,2.167
11/21/11,0.119,0.972,1.936,2.163
11/22/11,0.119,0.983,1.931,2.16
11/24/11,0.121,0.999,1.928,2.152
11/25/11,0.121,1.043,1.961,2.174
11/28/11,0.121,1.072,1.99,2.203
11/29/11,0.121,1.08,1.986,2.196
11/30/11,0.121,1.082,1.986,2.192
12/1/11,0.121,1.082,1.99,2.191
12/2/11,0.121,1.063,1.977,2.175
12/5/11,0.122,1.045,1.968,2.16
12/6/11,0.121,1.04,1.961,2.152
12/7/11,0.121,1.045,1.974,2.158
12/8/11,0.121,1.035,1.958,2.149
12/9/11,0.121,1.012,1.937,2.131
12/12/11,0.12,1.017,1.946,2.14
12/13/11,0.12,0.998,1.945,2.139
12/14/11,0.12,0.993,1.931,2.122
12/15/11,0.12,0.982,1.936,2.124
12/16/11,0.119,0.984,1.939,2.127
12/19/11,0.119,0.975,1.932,2.123
12/20/11,0.119,0.981,1.924,2.118
12/21/11,0.119,0.981,1.926,2.12
12/22/11,0.119,0.982,1.937,2.132
12/26/11,0.119,0.982,1.937,2.133
12/27/11,0.119,0.987,1.929,2.121
12/28/11,0.119,1.002,1.946,2.138
12/29/11,0.119,0.998,1.942,2.133
12/30/11,0.119,0.987,1.921,2.109
1/4/12,0.119,0.997,1.933,2.115
1/5/12,0.119,0.993,1.934,2.115
1/6/12,0.119,0.989,1.937,2.121
1/10/12,0.121,0.986,1.927,2.113
1/11/12,0.121,0.977,1.93,2.116
1/12/12,0.12,0.964,1.938,2.124
1/13/12,0.12,0.955,1.938,2.125
1/16/12,0.119,0.945,1.923,2.112
1/17/12,0.119,0.97,1.938,2.125
1/18/12,0.129,0.975,1.938,2.121
1/19/12,0.129,0.976,1.943,2.128
1/20/12,0.128,0.99,1.946,2.135
1/23/12,0.127,1.006,1.95,2.142
1/24/12,0.127,1.015,1.946,2.142
1/25/12,0.127,1.016,1.948,2.149
1/26/12,0.126,0.992,1.943,2.141
1/27/12,0.126,0.977,1.931,2.133
1/30/12,0.125,0.97,1.931,2.133
1/31/12,0.124,0.974,1.922,2.138
2/1/12,0.124,0.97,1.911,2.129
2/2/12,0.124,0.961,1.904,2.125
2/3/12,0.123,0.962,1.907,2.121
2/6/12,0.122,0.982,1.911,2.12
2/7/12,0.122,0.986,1.927,2.134
2/8/12,0.122,1.001,1.936,2.138
2/9/12,0.121,1.001,1.943,2.146
2/10/12,0.121,0.992,1.943,2.146
2/13/12,0.12,0.993,1.951,2.154
2/14/12,0.119,0.982,1.952,2.158
2/15/12,0.11,0.98,1.952,2.164
2/16/12,0.109,0.96,1.936,2.154
2/17/12,0.109,0.966,1.923,2.143
2/20/12,0.108,0.967,1.915,2.134
2/21/12,0.108,0.981,1.928,2.15
2/22/12,0.107,0.995,1.941,2.162
2/23/12,0.107,0.997,1.949,2.163
2/24/12,0.109,0.992,1.952,2.163
2/27/12,0.11,0.992,1.952,2.159
2/28/12,0.11,0.983,1.949,2.154
2/29/12,0.109,0.977,1.948,2.147
3/1/12,0.109,0.972,1.948,2.149
3/2/12,0.109,0.986,1.955,2.155
3/5/12,0.11,0.984,1.961,2.163
3/6/12,0.113,0.983,1.966,2.163
3/7/12,0.113,0.974,1.958,2.152
3/8/12,0.113,0.983,1.954,2.143
3/9/12,0.112,0.984,1.961,2.142
3/12/12,0.111,0.97,1.958,2.139
3/13/12,0.111,0.97,1.945,2.123
3/14/12,0.111,1.004,1.958,2.131
3/15/12,0.11,1.056,1.986,2.151
3/16/12,0.11,1.046,1.975,2.144
3/19/12,0.109,1.033,1.958,2.132
3/21/12,0.108,1.019,1.946,2.123
3/22/12,0.108,1.025,1.954,2.132
3/23/12,0.107,1.025,1.954,2.132
3/26/12,0.106,1.014,1.95,2.128
3/27/12,0.109,1.015,1.954,2.132
3/28/12,0.109,1.002,1.954,2.132
3/29/12,0.11,0.993,1.95,2.132
3/30/12,0.109,0.988,1.938,2.12
4/2/12,0.11,1.014,1.959,2.14
4/3/12,0.114,1.028,1.984,2.164
4/4/12,0.113,1.028,1.984,2.162
4/5/12,0.113,1.007,1.963,2.14
4/6/12,0.113,0.992,1.963,2.14
4/9/12,0.112,0.973,1.946,2.128
4/10/12,0.111,0.959,1.93,2.12
4/11/12,0.111,0.955,1.93,2.124
4/12/12,0.111,0.955,1.921,2.117
4/13/12,0.11,0.95,1.913,2.112
4/16/12,0.11,0.942,1.913,2.113
4/17/12,0.109,0.937,1.909,2.107
4/18/12,0.109,0.946,1.909,2.109
4/19/12,0.109,0.948,1.913,2.113
4/20/12,0.108,0.945,1.922,2.121
4/23/12,0.107,0.93,1.913,2.113
4/24/12,0.107,0.943,1.918,2.12
4/25/12,0.107,0.935,1.909,2.113
4/26/12,0.11,0.925,1.905,2.108
4/27/12,0.11,0.902,1.901,2.105
5/1/12,0.11,0.893,1.88,2.085
5/2/12,0.11,0.903,1.884,2.088
5/7/12,0.113,0.876,1.85,2.061
5/8/12,0.113,0.883,1.854,2.064
5/9/12,0.112,0.869,1.845,2.051
5/10/12,0.112,0.878,1.849,2.051
5/11/12,0.112,0.865,1.855,2.054
5/14/12,0.111,0.866,1.85,2.056
5/15/12,0.11,0.871,1.837,2.031
5/16/12,0.11,0.847,1.808,2.002
5/17/12,0.109,0.867,1.812,2.002
5/18/12,0.109,0.847,1.778,1.965
5/21/12,0.108,0.877,1.815,2.001
5/22/12,0.108,0.876,1.825,2.009
5/23/12,0.107,0.881,1.845,2.025
5/24/12,0.107,0.885,1.838,2.019
5/25/12,0.107,0.899,1.87,2.049
5/28/12,0.106,0.895,1.866,2.045
5/29/12,0.105,0.868,1.832,2.014
5/30/12,0.105,0.863,1.827,2.006
5/31/12,0.105,0.848,1.81,1.989
6/1/12,0.104,0.836,1.81,1.986
6/4/12,0.103,0.843,1.823,1.998
6/5/12,0.103,0.878,1.862,2.034
6/6/12,0.103,0.863,1.862,2.033
6/7/12,0.102,0.872,1.883,2.053
6/8/12,0.102,0.849,1.858,2.029
6/11/12,0.101,0.867,1.867,2.038
6/12/12,0.101,0.845,1.867,2.038
6/13/12,0.1,0.855,1.9,2.07
6/14/12,0.1,0.86,1.904,2.085
6/15/12,0.11,0.85,1.891,2.074
6/18/12,0.109,0.837,1.875,2.058
6/19/12,0.109,0.813,1.867,2.049
6/20/12,0.108,0.824,1.88,2.062
6/21/12,0.108,0.824,1.896,2.081
6/22/12,0.108,0.828,1.892,2.082
6/25/12,0.107,0.832,1.901,2.09
6/26/12,0.107,0.825,1.901,2.09
6/27/12,0.106,0.811,1.893,2.09
6/28/12,0.106,0.821,1.884,2.089
6/29/12,0.106,0.839,1.902,2.107
7/2/12,0.105,0.831,1.886,2.087
7/3/12,0.104,0.819,1.879,2.075
7/4/12,0.104,0.819,1.89,2.082
7/5/12,0.104,0.81,1.896,2.087
7/6/12,0.103,0.805,1.891,2.082
7/9/12,0.102,0.796,1.884,2.075
7/10/12,0.102,0.797,1.865,2.059
7/11/12,0.102,0.788,1.841,2.034
7/12/12,0.101,0.774,1.839,2.035
7/13/12,0.101,0.774,1.823,2.024
7/17/12,0.109,0.775,1.811,2.012
7/18/12,0.109,0.76,1.789,1.987
7/19/12,0.109,0.747,1.758,1.956
7/20/12,0.108,0.752,1.781,1.976
7/23/12,0.108,0.733,1.767,1.966
7/24/12,0.107,0.743,1.798,1.994
7/25/12,0.107,0.734,1.802,1.998
7/26/12,0.107,0.743,1.798,1.994
7/27/12,0.106,0.753,1.806,2.002
7/30/12,0.105,0.787,1.829,2.023
7/31/12,0.105,0.802,1.841,2.037
8/1/12,0.105,0.788,1.833,2.034
8/2/12,0.104,0.783,1.846,2.05
8/3/12,0.104,0.744,1.816,2.024
8/6/12,0.103,0.751,1.816,2.025
8/7/12,0.103,0.79,1.842,2.048
8/8/12,0.102,0.809,1.868,2.072
8/9/12,0.102,0.809,1.872,2.08
8/10/12,0.102,0.809,1.864,2.08
8/13/12,0.101,0.801,1.855,2.076
8/14/12,0.101,0.806,1.859,2.08
8/15/12,0.1,0.83,1.877,2.096
8/16/12,0.1,0.874,1.903,2.112
8/17/12,0.099,0.845,1.878,2.088
8/20/12,0.099,0.856,1.89,2.096
8/21/12,0.098,0.838,1.882,2.088
8/22/12,0.098,0.838,1.883,2.091
8/23/12,0.098,0.843,1.912,2.119
8/24/12,0.098,0.825,1.907,2.119
8/27/12,0.098,0.826,1.912,2.125
8/28/12,0.098,0.826,1.921,2.132
8/29/12,0.097,0.817,1.909,2.121
8/30/12,0.097,0.822,1.909,2.122
8/31/12,0.097,0.817,1.909,2.121
9/3/12,0.102,0.805,1.895,2.109
9/4/12,0.101,0.801,1.9,2.109
9/5/12,0.101,0.792,1.889,2.097
9/6/12,0.101,0.796,1.899,2.105
9/7/12,0.101,0.811,1.899,2.101
9/10/12,0.1,0.793,1.882,2.084
9/11/12,0.1,0.793,1.879,2.081
9/12/12,0.1,0.803,1.878,2.078
9/13/12,0.1,0.823,1.904,2.093
9/14/12,0.1,0.794,1.9,2.087
9/18/12,0.1,0.81,1.925,2.111
9/19/12,0.1,0.814,1.938,2.123
9/20/12,0.1,0.8,1.929,2.115
9/21/12,0.1,0.8,1.917,2.103
9/24/12,0.1,0.792,1.909,2.096
9/25/12,0.1,0.797,1.9,2.088
9/26/12,0.1,0.783,1.884,2.075
9/27/12,0.1,0.783,1.888,2.077
9/28/12,0.1,0.774,1.892,2.08
10/1/12,0.1,0.765,1.892,2.078
10/2/12,0.1,0.764,1.892,2.08
10/3/12,0.1,0.771,1.905,2.091
10/4/12,0.1,0.771,1.9,2.088
10/5/12,0.1,0.78,1.918,2.102
10/9/12,0.1,0.777,1.913,2.097
10/10/12,0.1,0.773,1.922,2.106
10/11/12,0.1,0.758,1.918,2.098
10/12/12,0.1,0.769,1.918,2.098
10/15/12,0.1,0.759,1.914,2.095
10/16/12,0.1,0.765,1.914,2.095
10/17/12,0.1,0.775,1.927,2.102
10/18/12,0.1,0.799,1.937,2.111
10/19/12,0.1,0.79,1.927,2.104
10/22/12,0.099,0.786,1.923,2.105
10/23/12,0.099,0.791,1.943,2.123
10/24/12,0.099,0.782,1.947,2.131
10/25/12,0.098,0.787,1.943,2.127
10/26/12,0.098,0.772,1.926,2.116
10/29/12,0.102,0.781,1.939,2.127
10/30/12,0.102,0.772,1.939,2.131
10/31/12,0.102,0.784,1.943,2.141
11/1/12,0.101,0.789,1.934,2.136
11/2/12,0.101,0.789,1.935,2.143
11/5/12,0.101,0.78,1.939,2.143
11/6/12,0.101,0.771,1.932,2.136
11/7/12,0.101,0.776,1.944,2.147
11/8/12,0.101,0.756,1.917,2.116
11/9/12,0.101,0.748,1.912,2.104
11/12/12,0.1,0.744,1.907,2.099
11/13/12,0.1,0.748,1.903,2.092
11/14/12,0.1,0.754,1.907,2.097
11/15/12,0.1,0.749,1.932,2.123
11/16/12,0.1,0.745,1.945,2.14
11/19/12,0.099,0.75,1.941,2.136
11/20/12,0.098,0.746,1.93,2.124
11/21/12,0.098,0.751,1.941,2.132
11/22/12,0.098,0.758,1.945,2.136
11/26/12,0.096,0.753,1.933,2.121
11/27/12,0.096,0.753,1.929,2.117
11/28/12,0.099,0.74,1.925,2.119
11/29/12,0.099,0.735,1.929,2.121
11/30/12,0.099,0.73,1.937,2.127
12/3/12,0.104,0.727,1.94,2.132
12/4/12,0.104,0.72,1.945,2.131
12/5/12,0.103,0.706,1.94,2.127
12/6/12,0.103,0.682,1.896,2.082
12/7/12,0.102,0.701,1.896,2.081
12/10/12,0.101,0.693,1.9,2.082
12/11/12,0.101,0.697,1.9,2.08
12/12/12,0.101,0.698,1.9,2.079
12/13/12,0.1,0.723,1.938,2.11
12/14/12,0.1,0.729,1.944,2.115
12/17/12,0.099,0.734,1.959,2.129
12/18/12,0.099,0.754,1.971,2.141
12/19/12,0.099,0.778,1.981,2.143
12/20/12,0.099,0.768,1.962,2.123
12/21/12,0.098,0.759,1.933,2.1
12/25/12,0.098,0.765,1.937,2.107
12/26/12,0.098,0.784,1.956,2.126
12/27/12,0.098,0.799,1.971,2.142
12/28/12,0.098,0.794,1.967,2.138
1/4/13,0.101,0.835,1.984,2.149
1/7/13,0.101,0.835,1.992,2.156
1/8/13,0.101,0.825,1.996,2.158
1/9/13,0.1,0.825,1.992,2.154
1/10/13,0.1,0.825,1.987,2.154
1/11/13,0.089,0.816,2.001,2.169
